SPECIES_CODE,Source,AssignedSSMU,CalendarYear,Month,TotalCatch
KRI,C1,SOW,1995,5,19161
KRI,C1,SOW,1995,6,9065
KRI,C1,SOW,1995,12,0
KRI,C1,SOW,1996,3,268
KRI,C1,SOW,1996,4,779
KRI,C1,SOW,1996,5,1071
KRI,C1,SOW,1996,12,8
KRI,C1,SOW,1998,1,48
KRI,C1,SOW,1998,2,1563
KRI,C1,SOW,1998,3,498
KRI,C1,SOW,1998,5,4042
KRI,C1,SOW,1998,12,48
KRI,C1,SOW,1999,3,1667
KRI,C1,SOW,1999,4,6630
KRI,C1,SOW,1999,5,14920
KRI,C1,SOW,1999,6,13951
KRI,C1,SOW,1999,7,8603
KRI,C1,SOW,1999,8,211
KRI,C1,SOW,1999,12,66
KRI,C1,SOW,2000,1,36
KRI,C1,SOW,2000,3,884
KRI,C1,SOW,2000,5,1721
KRI,C1,SOW,2000,6,8443
KRI,C1,SOW,2001,2,664
KRI,C1,SOW,2001,4,10
KRI,C1,SOW,2001,5,388
KRI,C1,SOW,2001,10,53
KRI,C1,SOW,2002,1,650
KRI,C1,SOW,2002,2,7083
KRI,C1,SOW,2002,3,10269
KRI,C1,SOW,2002,4,15437
KRI,C1,SOW,2002,5,10900
KRI,C1,SOW,2002,6,6747
KRI,C1,SOW,2003,2,827
KRI,C1,SOW,2003,3,2871
KRI,C1,SOW,2003,4,11363
KRI,C1,SOW,2003,5,1226
KRI,C1,SOW,2004,1,20
KRI,C1,SOW,2004,3,8311
KRI,C1,SOW,2004,4,26364
KRI,C1,SOW,2004,5,10993
KRI,C1,SOW,2004,7,29
KRI,C1,SOW,2004,10,1333
KRI,C1,SOW,2005,2,9520
KRI,C1,SOW,2005,3,21038
KRI,C1,SOW,2005,4,23425
KRI,C1,SOW,2005,5,16092
KRI,C1,SOW,2006,2,762
KRI,C1,SOW,2006,3,2125
KRI,C1,SOW,2007,1,3929
KRI,C1,SOW,2007,2,4369
KRI,C1,SOW,2007,3,4066
KRI,C1,SOW,2007,4,17999
KRI,C1,SOW,2007,5,27095
KRI,C1,SOW,2007,6,7140
KRI,C1,SOW,2007,12,424
KRI,C1,SOW,2008,1,4406
KRI,C1,SOW,2008,2,13219
KRI,C1,SOW,2008,3,30668
KRI,C1,SOW,2008,4,24248
KRI,C1,SOW,2008,5,15119
KRI,C1,SOW,2008,6,531
KRI,C1,SOW,2008,12,83
KRI,C1,SOW,2009,1,2916
KRI,C1,SOW,2009,2,6572
KRI,C1,SOW,2009,3,3823
KRI,C1,SOW,2009,4,10046
KRI,C1,SOW,2009,5,22864
KRI,C1,SOW,2009,6,26256
KRI,C1,SOW,2009,7,16507
KRI,C1,SOW,2009,11,0
KRI,C1,SOW,2010,1,10262
KRI,C1,SOW,2010,2,19931
KRI,C1,SOW,2010,3,14455
KRI,C1,SOW,2010,4,4201
KRI,C1,SOW,2010,10,73
KRI,C1,SOW,2011,1,659
KRI,C1,SOW,2011,2,10969
KRI,C1,SOW,2011,3,38815
KRI,C1,SOW,2011,4,28804
KRI,C1,SOW,2011,5,20201
KRI,C1,SOW,2011,6,10614
KRI,C1,SOW,2011,7,1410
KRI,C1,SOW,2012,1,6013
KRI,C1,SOW,2012,2,12853
KRI,C1,SOW,2012,3,9807
KRI,C1,SOW,2012,4,116
KRI,C1,SOW,2013,4,14309
KRI,C1,SOW,2013,5,7414
KRI,C1,SOW,2013,6,6528
KRI,C1,SOW,2013,7,2286
KRI,C1,SOW,2013,11,2
KRI,C1,SOW,2014,1,562
KRI,C1,SOW,2014,2,17188
KRI,C1,SOW,2014,3,20327
KRI,C1,SOW,2014,4,2054
KRI,C1,SOW,2014,5,19356
KRI,C1,SOW,2014,6,10442
KRI,C1,SOW,2015,1,3358
KRI,C1,SOW,2015,2,10720
KRI,C1,SOW,2015,5,82
KRI,C1,SS,1980,5,34
KRI,C1,SS,1983,2,10
