YEAR,PROJECT,SPECIES,DATE,WT,AGE,
2013-14,CS,CHPE,3/1/2014,3150,96.66336634,
2013-14,CS,CHPE,3/1/2014,3100,96.66336634,
2013-14,CS,CHPE,3/1/2014,3050,96.66336634,
2013-14,CS,CHPE,3/1/2014,3050,96.66336634,
2013-14,CS,CHPE,3/1/2014,2900,96.66336634,
2013-14,CS,CHPE,3/1/2014,2900,96.66336634,
2013-14,CS,CHPE,3/1/2014,2750,96.66336634,
2013-14,CS,CHPE,3/1/2014,2700,96.66336634,
2013-14,CS,CHPE,3/1/2014,2700,96.66336634,
2013-14,CS,CHPE,3/1/2014,2550,96.66336634,
2013-14,CS,CHPE,3/1/2014,2550,96.66336634,
2013-14,CS,CHPE,3/1/2014,2500,96.66336634,
2013-14,CS,CHPE,3/1/2014,2450,96.66336634,
2014-15,CS,CHPE,2/22/2015,3300,86.93269231,
2014-15,CS,CHPE,2/22/2015,2950,86.93269231,
2014-15,CS,CHPE,2/22/2015,2400,86.93269231,
2014-15,CS,CHPE,2/22/2015,2550,86.93269231,
2014-15,CS,CHPE,2/22/2015,3250,86.93269231,
2014-15,CS,CHPE,2/22/2015,2300,86.93269231,
2014-15,CS,CHPE,2/22/2015,3650,86.93269231,
2014-15,CS,CHPE,2/23/2015,3000,87.93269231,
2014-15,CS,CHPE,2/23/2015,3150,87.93269231,
2014-15,CS,CHPE,2/23/2015,2900,87.93269231,
2014-15,CS,CHPE,2/23/2015,3050,87.93269231,
2014-15,CS,CHPE,2/23/2015,3150,87.93269231,
2014-15,CS,CHPE,2/23/2015,2950,87.93269231,
2014-15,CS,CHPE,2/23/2015,3000,87.93269231,
2014-15,CS,CHPE,2/24/2015,3100,88.93269231,
2014-15,CS,CHPE,2/24/2015,3350,88.93269231,
2014-15,CS,CHPE,2/24/2015,2950,88.93269231,
2014-15,CS,CHPE,2/24/2015,2900,88.93269231,
2014-15,CS,CHPE,2/24/2015,2850,88.93269231,
2014-15,CS,CHPE,2/24/2015,2950,88.93269231,
2014-15,CS,CHPE,2/24/2015,2250,88.93269231,
2014-15,CS,CHPE,2/24/2015,2800,88.93269231,
2014-15,CS,CHPE,2/24/2015,2400,88.93269231,
2014-15,CS,CHPE,2/24/2015,3250,88.93269231,
2014-15,CS,CHPE,2/24/2015,3300,88.93269231,
2014-15,CS,CHPE,2/24/2015,3150,88.93269231,
2014-15,CS,CHPE,2/24/2015,3250,88.93269231,
2014-15,CS,CHPE,2/24/2015,3100,88.93269231,
2014-15,CS,CHPE,2/24/2015,3450,88.93269231,
2014-15,CS,CHPE,2/24/2015,2600,88.93269231,
2014-15,CS,CHPE,2/24/2015,2750,88.93269231,
2014-15,CS,CHPE,2/25/2015,3350,89.93269231,
2014-15,CS,CHPE,2/25/2015,2700,89.93269231,
2014-15,CS,CHPE,2/25/2015,2750,89.93269231,
2014-15,CS,CHPE,2/25/2015,2700,89.93269231,
2014-15,CS,CHPE,2/25/2015,2600,89.93269231,
2014-15,CS,CHPE,2/25/2015,3450,89.93269231,
2014-15,CS,CHPE,2/25/2015,3000,89.93269231,
2014-15,CS,CHPE,2/25/2015,2850,89.93269231,
2014-15,CS,CHPE,2/25/2015,3250,89.93269231,
2014-15,CS,CHPE,2/25/2015,3200,89.93269231,
2014-15,CS,CHPE,2/25/2015,3400,89.93269231,
2014-15,CS,CHPE,2/25/2015,3350,89.93269231,
2014-15,CS,CHPE,2/26/2015,2950,90.93269231,
2014-15,CS,CHPE,2/26/2015,2950,90.93269231,
2014-15,CS,CHPE,2/26/2015,2900,90.93269231,
2014-15,CS,CHPE,2/26/2015,3300,90.93269231,
2014-15,CS,CHPE,2/26/2015,2850,90.93269231,
2014-15,CS,CHPE,2/26/2015,2950,90.93269231,
2014-15,CS,CHPE,2/26/2015,2900,90.93269231,
2014-15,CS,CHPE,2/26/2015,3150,90.93269231,
2014-15,CS,CHPE,2/26/2015,3250,90.93269231,
2014-15,CS,CHPE,2/26/2015,4000,90.93269231,
2014-15,CS,CHPE,2/26/2015,2650,90.93269231,
2014-15,CS,CHPE,2/26/2015,2350,90.93269231,
2014-15,CS,CHPE,2/26/2015,2750,90.93269231,
2014-15,CS,CHPE,2/26/2015,2900,90.93269231,
2014-15,CS,CHPE,2/26/2015,3600,90.93269231,
2014-15,CS,CHPE,2/26/2015,2600,90.93269231,
2014-15,CS,CHPE,2/26/2015,3700,90.93269231,
2014-15,CS,CHPE,2/26/2015,2050,90.93269231,
2014-15,CS,CHPE,2/26/2015,3150,90.93269231,
2014-15,CS,CHPE,2/26/2015,2950,90.93269231,
2014-15,CS,CHPE,2/26/2015,3500,90.93269231,
2014-15,CS,CHPE,2/26/2015,2650,90.93269231,
2014-15,CS,CHPE,2/26/2015,2750,90.93269231,
2014-15,CS,CHPE,2/26/2015,2850,90.93269231,
2014-15,CS,CHPE,2/26/2015,2650,90.93269231,
2014-15,CS,CHPE,2/26/2015,2650,90.93269231,
2014-15,CS,CHPE,2/26/2015,2750,90.93269231,
2014-15,CS,CHPE,2/26/2015,3150,90.93269231,
2014-15,CS,CHPE,2/26/2015,3150,90.93269231,
2014-15,CS,CHPE,2/27/2015,2700,91.93269231,
2014-15,CS,CHPE,2/27/2015,2950,91.93269231,
2014-15,CS,CHPE,2/27/2015,2850,91.93269231,
2014-15,CS,CHPE,2/27/2015,2700,91.93269231,
2014-15,CS,CHPE,2/27/2015,2500,91.93269231,
2014-15,CS,CHPE,2/27/2015,1700,91.93269231,
2014-15,CS,CHPE,2/27/2015,3050,91.93269231,
2014-15,CS,CHPE,2/27/2015,3000,91.93269231,
2014-15,CS,CHPE,2/27/2015,3700,91.93269231,
2014-15,CS,CHPE,2/27/2015,2700,91.93269231,
2014-15,CS,CHPE,2/27/2015,3150,91.93269231,
2014-15,CS,CHPE,2/27/2015,2650,91.93269231,
2014-15,CS,CHPE,2/27/2015,2850,91.93269231,
2014-15,CS,CHPE,2/27/2015,3400,91.93269231,
2014-15,CS,CHPE,2/27/2015,3600,91.93269231,
2014-15,CS,CHPE,2/27/2015,3500,91.93269231,
2014-15,CS,CHPE,2/27/2015,3600,91.93269231,
2014-15,CS,CHPE,2/27/2015,3600,91.93269231,
2014-15,CS,CHPE,2/27/2015,3400,91.93269231,
2014-15,CS,CHPE,2/27/2015,3250,91.93269231,
2014-15,CS,CHPE,2/27/2015,2800,91.93269231,
2014-15,CS,CHPE,2/27/2015,3550,91.93269231,
2014-15,CS,CHPE,2/28/2015,2550,92.93269231,
2014-15,CS,CHPE,2/28/2015,3200,92.93269231,
2014-15,CS,CHPE,2/28/2015,3800,92.93269231,
2014-15,CS,CHPE,2/28/2015,3250,92.93269231,
2014-15,CS,CHPE,2/28/2015,3350,92.93269231,
2014-15,CS,CHPE,2/28/2015,2150,92.93269231,
2014-15,CS,CHPE,3/1/2015,2900,93.93269231,
2014-15,CS,CHPE,3/1/2015,3400,93.93269231,
2014-15,CS,CHPE,3/1/2015,3100,93.93269231,
2014-15,CS,CHPE,3/1/2015,3350,93.93269231,
2014-15,CS,CHPE,3/1/2015,2650,93.93269231,
2014-15,CS,CHPE,3/1/2015,3300,93.93269231,
2014-15,CS,CHPE,3/1/2015,2350,93.93269231,
2014-15,CS,CHPE,3/1/2015,3050,93.93269231,
2014-15,CS,CHPE,3/1/2015,3400,93.93269231,
2014-15,CS,CHPE,3/2/2015,3150,94.93269231,
2014-15,CS,CHPE,3/2/2015,3150,94.93269231,
2014-15,CS,CHPE,3/2/2015,3000,94.93269231,
2014-15,CS,CHPE,3/2/2015,3250,94.93269231,
2014-15,CS,CHPE,3/2/2015,3150,94.93269231,
2014-15,CS,CHPE,3/2/2015,3000,94.93269231,
2014-15,CS,CHPE,3/2/2015,2750,94.93269231,
2014-15,CS,CHPE,3/2/2015,2700,94.93269231,
2014-15,CS,CHPE,3/2/2015,2650,94.93269231,
2014-15,CS,CHPE,3/2/2015,2800,94.93269231,
2014-15,CS,CHPE,3/3/2015,3350,95.93269231,
2014-15,CS,CHPE,3/3/2015,2800,95.93269231,
2014-15,CS,CHPE,3/3/2015,2650,95.93269231,
2014-15,CS,CHPE,3/3/2015,2600,95.93269231,
2014-15,CS,CHPE,3/3/2015,3150,95.93269231,
2014-15,CS,CHPE,3/3/2015,2600,95.93269231,
2014-15,CS,CHPE,3/3/2015,2550,95.93269231,
2014-15,CS,CHPE,3/3/2015,2700,95.93269231,
2014-15,CS,CHPE,3/3/2015,3000,95.93269231,
2015-16,CS,CHPE,2/19/2016,2990,86,
2015-16,CS,CHPE,2/19/2016,2950,86,
2015-16,CS,CHPE,2/20/2016,3150,87,
2015-16,CS,CHPE,2/20/2016,3000,87,
2015-16,CS,CHPE,2/20/2016,3200,87,
2015-16,CS,CHPE,2/20/2016,3150,87,
2015-16,CS,CHPE,2/20/2016,3250,87,
2015-16,CS,CHPE,2/20/2016,2950,87,
2015-16,CS,CHPE,2/20/2016,3200,87,
2015-16,CS,CHPE,2/20/2016,3050,87,
2015-16,CS,CHPE,2/20/2016,3300,87,
2015-16,CS,CHPE,2/20/2016,3300,87,
2015-16,CS,CHPE,2/20/2016,3150,87,
2015-16,CS,CHPE,2/20/2016,3350,87,
2015-16,CS,CHPE,2/20/2016,3050,87,
2015-16,CS,CHPE,2/21/2016,2770,88,
2015-16,CS,CHPE,2/21/2016,2900,88,
2015-16,CS,CHPE,2/21/2016,2950,88,
2015-16,CS,CHPE,2/21/2016,3310,88,
2015-16,CS,CHPE,2/21/2016,3060,88,
2015-16,CS,CHPE,2/21/2016,3360,88,
2015-16,CS,CHPE,2/21/2016,3850,88,
2015-16,CS,CHPE,2/22/2016,3100,89,
2015-16,CS,CHPE,2/22/2016,3450,89,
2015-16,CS,CHPE,2/22/2016,2600,89,
2015-16,CS,CHPE,2/22/2016,3400,89,
2015-16,CS,CHPE,2/22/2016,2750,89,
2015-16,CS,CHPE,2/22/2016,3000,89,
2015-16,CS,CHPE,2/22/2016,3050,89,
2015-16,CS,CHPE,2/22/2016,3600,89,
2015-16,CS,CHPE,2/22/2016,3100,89,
2015-16,CS,CHPE,2/22/2016,3050,89,
2015-16,CS,CHPE,2/22/2016,3300,89,
2015-16,CS,CHPE,2/22/2016,2950,89,
2015-16,CS,CHPE,2/22/2016,3300,89,
2015-16,CS,CHPE,2/22/2016,3450,89,
2015-16,CS,CHPE,2/22/2016,3200,89,
2015-16,CS,CHPE,2/22/2016,3150,89,
2015-16,CS,CHPE,2/22/2016,2900,89,
2015-16,CS,CHPE,2/22/2016,3750,89,
2015-16,CS,CHPE,2/22/2016,3100,89,
2015-16,CS,CHPE,2/22/2016,3300,89,
2015-16,CS,CHPE,2/22/2016,2800,89,
2015-16,CS,CHPE,2/22/2016,3050,89,
2015-16,CS,CHPE,2/22/2016,3450,89,
2015-16,CS,CHPE,2/22/2016,3200,89,
2015-16,CS,CHPE,2/22/2016,3000,89,
2015-16,CS,CHPE,2/22/2016,3350,89,
2015-16,CS,CHPE,2/22/2016,3400,89,
2015-16,CS,CHPE,2/22/2016,3250,89,
2015-16,CS,CHPE,2/22/2016,3150,89,
2015-16,CS,CHPE,2/23/2016,3550,90,
2015-16,CS,CHPE,2/23/2016,3900,90,
2015-16,CS,CHPE,2/23/2016,3230,90,
2015-16,CS,CHPE,2/23/2016,2400,90,
2015-16,CS,CHPE,2/23/2016,2540,90,
2015-16,CS,CHPE,2/23/2016,3280,90,
2015-16,CS,CHPE,2/23/2016,2770,90,
2015-16,CS,CHPE,2/23/2016,3370,90,
2015-16,CS,CHPE,2/23/2016,3230,90,
2015-16,CS,CHPE,2/23/2016,3030,90,
2015-16,CS,CHPE,2/23/2016,3090,90,
2015-16,CS,CHPE,2/23/2016,2530,90,
2015-16,CS,CHPE,2/23/2016,2770,90,
2015-16,CS,CHPE,2/23/2016,3060,90,
2015-16,CS,CHPE,2/23/2016,3120,90,
2015-16,CS,CHPE,2/23/2016,3420,90,
2015-16,CS,CHPE,2/23/2016,3170,90,
2015-16,CS,CHPE,2/23/2016,2950,90,
2015-16,CS,CHPE,2/23/2016,2850,90,
2015-16,CS,CHPE,2/23/2016,2840,90,
2015-16,CS,CHPE,2/23/2016,2560,90,
2015-16,CS,CHPE,2/23/2016,3410,90,
2015-16,CS,CHPE,2/23/2016,2570,90,
2015-16,CS,CHPE,2/23/2016,3000,90,
2015-16,CS,CHPE,2/23/2016,2990,90,
2015-16,CS,CHPE,2/23/2016,2630,90,
2015-16,CS,CHPE,2/23/2016,2950,90,
2015-16,CS,CHPE,2/23/2016,2890,90,
2015-16,CS,CHPE,2/23/2016,3050,90,
2015-16,CS,CHPE,2/23/2016,2450,90,
2015-16,CS,CHPE,2/23/2016,3610,90,
2015-16,CS,CHPE,2/23/2016,3090,90,
2015-16,CS,CHPE,2/23/2016,2820,90,
2015-16,CS,CHPE,2/23/2016,3150,90,
2015-16,CS,CHPE,2/23/2016,3350,90,
2015-16,CS,CHPE,2/23/2016,3580,90,
2015-16,CS,CHPE,2/23/2016,3070,90,
2015-16,CS,CHPE,2/23/2016,3270,90,
2015-16,CS,CHPE,2/23/2016,3890,90,
2015-16,CS,CHPE,2/23/2016,2590,90,
2015-16,CS,CHPE,2/23/2016,2990,90,
2015-16,CS,CHPE,2/23/2016,2920,90,
2015-16,CS,CHPE,2/23/2016,3490,90,
2015-16,CS,CHPE,2/23/2016,3650,90,
2015-16,CS,CHPE,2/23/2016,3090,90,
2015-16,CS,CHPE,2/23/2016,2950,90,
2015-16,CS,CHPE,2/23/2016,2680,90,
2015-16,CS,CHPE,2/23/2016,3400,90,
2015-16,CS,CHPE,2/23/2016,3470,90,
2015-16,CS,CHPE,2/23/2016,2350,90,
2015-16,CS,CHPE,2/23/2016,3400,90,
2015-16,CS,CHPE,2/23/2016,2470,90,
2015-16,CS,CHPE,2/23/2016,3490,90,
2015-16,CS,CHPE,2/24/2016,3350,91,
2015-16,CS,CHPE,2/24/2016,3050,91,
2015-16,CS,CHPE,2/24/2016,3050,91,
2015-16,CS,CHPE,2/24/2016,3050,91,
2015-16,CS,CHPE,2/24/2016,3550,91,
2015-16,CS,CHPE,2/24/2016,3000,91,
2015-16,CS,CHPE,2/24/2016,3500,91,
2015-16,CS,CHPE,2/24/2016,2400,91,
2015-16,CS,CHPE,2/24/2016,2950,91,
2015-16,CS,CHPE,2/24/2016,2950,91,
2015-16,CS,CHPE,2/24/2016,3850,91,
2015-16,CS,CHPE,2/24/2016,2950,91,
2015-16,CS,CHPE,2/24/2016,3150,91,
2015-16,CS,CHPE,2/24/2016,3200,91,
2015-16,CS,CHPE,2/24/2016,3000,91,
2015-16,CS,CHPE,2/24/2016,3100,91,
2015-16,CS,CHPE,2/24/2016,3250,91,
2015-16,CS,CHPE,2/24/2016,2900,91,
2015-16,CS,CHPE,2/24/2016,3350,91,
2015-16,CS,CHPE,2/24/2016,3700,91,
2015-16,CS,CHPE,2/24/2016,3250,91,
2015-16,CS,CHPE,2/24/2016,2600,91,
2015-16,CS,CHPE,2/24/2016,3550,91,
2015-16,CS,CHPE,2/24/2016,2650,91,
2015-16,CS,CHPE,2/24/2016,3050,91,
2015-16,CS,CHPE,2/24/2016,3100,91,
2015-16,CS,CHPE,2/24/2016,2900,91,
2015-16,CS,CHPE,2/24/2016,3300,91,
2015-16,CS,CHPE,2/24/2016,3250,91,
2015-16,CS,CHPE,2/24/2016,3350,91,
2015-16,CS,CHPE,2/24/2016,3550,91,
2015-16,CS,CHPE,2/24/2016,2850,91,
2015-16,CS,CHPE,2/24/2016,3250,91,
2015-16,CS,CHPE,2/24/2016,3100,91,
2015-16,CS,CHPE,2/24/2016,3000,91,
2015-16,CS,CHPE,2/24/2016,3000,91,
2015-16,CS,CHPE,2/24/2016,3150,91,
2015-16,CS,CHPE,2/24/2016,2750,91,
2015-16,CS,CHPE,2/24/2016,2750,91,
2015-16,CS,CHPE,2/24/2016,2950,91,
2015-16,CS,CHPE,2/24/2016,2950,91,
2015-16,CS,CHPE,2/24/2016,2850,91,
2015-16,CS,CHPE,2/24/2016,3500,91,
2015-16,CS,CHPE,2/24/2016,2800,91,
2015-16,CS,CHPE,2/24/2016,3550,91,
2015-16,CS,CHPE,2/24/2016,2950,91,
2015-16,CS,CHPE,2/24/2016,2450,91,
2015-16,CS,CHPE,2/24/2016,3650,91,
2015-16,CS,CHPE,2/24/2016,2900,91,
2015-16,CS,CHPE,2/24/2016,3000,91,
2015-16,CS,CHPE,2/24/2016,2700,91,
2015-16,CS,CHPE,2/24/2016,3950,91,
2015-16,CS,CHPE,2/24/2016,3250,91,
2015-16,CS,CHPE,2/24/2016,2700,91,
2015-16,CS,CHPE,2/24/2016,3100,91,
2015-16,CS,CHPE,2/24/2016,2900,91,
2015-16,CS,CHPE,2/24/2016,3100,91,
2015-16,CS,CHPE,2/24/2016,2950,91,
2015-16,CS,CHPE,2/25/2016,3140,92,
2015-16,CS,CHPE,2/25/2016,3220,92,
2015-16,CS,CHPE,2/25/2016,3460,92,
2015-16,CS,CHPE,2/25/2016,2810,92,
2015-16,CS,CHPE,2/25/2016,2600,92,
2015-16,CS,CHPE,2/25/2016,3230,92,
2015-16,CS,CHPE,2/25/2016,2470,92,
2015-16,CS,CHPE,2/25/2016,2960,92,
2015-16,CS,CHPE,2/25/2016,3320,92,
2015-16,CS,CHPE,2/25/2016,3090,92,
2015-16,CS,CHPE,2/25/2016,3490,92,
2015-16,CS,CHPE,2/25/2016,3020,92,
2015-16,CS,CHPE,2/25/2016,3190,92,
2015-16,CS,CHPE,2/25/2016,3680,92,
2015-16,CS,CHPE,2/25/2016,3300,92,
2015-16,CS,CHPE,2/25/2016,3160,92,
2015-16,CS,CHPE,2/25/2016,3270,92,
2015-16,CS,CHPE,2/25/2016,1600,92,
2015-16,CS,CHPE,2/25/2016,3270,92,
2015-16,CS,CHPE,2/25/2016,2450,92,
2015-16,CS,CHPE,2/25/2016,3710,92,
2015-16,CS,CHPE,2/26/2016,2950,93,
2015-16,CS,CHPE,2/26/2016,2750,93,
2015-16,CS,CHPE,2/26/2016,3300,93,
2015-16,CS,CHPE,2/26/2016,3000,93,
2015-16,CS,CHPE,2/26/2016,3300,93,
2015-16,CS,CHPE,2/26/2016,3000,93,
2015-16,CS,CHPE,2/26/2016,3200,93,
2015-16,CS,CHPE,2/26/2016,3300,93,
2015-16,CS,CHPE,2/26/2016,3400,93,
2015-16,CS,CHPE,2/26/2016,3350,93,
2015-16,CS,CHPE,2/26/2016,3750,93,
2015-16,CS,CHPE,2/26/2016,3300,93,
2015-16,CS,CHPE,2/26/2016,3050,93,
2015-16,CS,CHPE,2/26/2016,2950,93,
2015-16,CS,CHPE,2/26/2016,2650,93,
2015-16,CS,CHPE,2/26/2016,3750,93,
2015-16,CS,CHPE,2/26/2016,3750,93,
2015-16,CS,CHPE,2/26/2016,3450,93,
2015-16,CS,CHPE,2/26/2016,2800,93,
2015-16,CS,CHPE,2/26/2016,3300,93,
2015-16,CS,CHPE,2/26/2016,2800,93,
2015-16,CS,CHPE,2/26/2016,3250,93,
2015-16,CS,CHPE,2/26/2016,3650,93,
2015-16,CS,CHPE,2/26/2016,3250,93,
2015-16,CS,CHPE,2/26/2016,3350,93,
2015-16,CS,CHPE,2/26/2016,3000,93,
2015-16,CS,CHPE,2/27/2016,3100,94,
2015-16,CS,CHPE,2/27/2016,2550,94,
2015-16,CS,CHPE,2/27/2016,3100,94,
2015-16,CS,CHPE,2/27/2016,2650,94,
2015-16,CS,CHPE,2/27/2016,3150,94,
2015-16,CS,CHPE,2/27/2016,2700,94,
2015-16,CS,CHPE,2/27/2016,2700,94,
2015-16,CS,CHPE,2/27/2016,3100,94,
2015-16,CS,CHPE,2/27/2016,3400,94,
2015-16,CS,CHPE,2/27/2016,2450,94,
2015-16,CS,CHPE,2/27/2016,3300,94,
2015-16,CS,CHPE,2/27/2016,3000,94,
2015-16,CS,CHPE,2/27/2016,2800,94,
2015-16,CS,CHPE,2/27/2016,3050,94,
2015-16,CS,CHPE,2/27/2016,2900,94,
2015-16,CS,CHPE,2/27/2016,3100,94,
2015-16,CS,CHPE,2/27/2016,2800,94,
2015-16,CS,CHPE,2/27/2016,3550,94,
2015-16,CS,CHPE,2/27/2016,3100,94,
2015-16,CS,CHPE,2/27/2016,2650,94,
2015-16,CS,CHPE,2/27/2016,3500,94,
2015-16,CS,CHPE,2/27/2016,3000,94,
2015-16,CS,CHPE,2/27/2016,3550,94,
2015-16,CS,CHPE,2/27/2016,3100,94,
2015-16,CS,CHPE,2/27/2016,2650,94,
2015-16,CS,CHPE,2/27/2016,3450,94,
2015-16,CS,CHPE,2/27/2016,3550,94,
2015-16,CS,CHPE,2/27/2016,2600,94,
2015-16,CS,CHPE,2/27/2016,2950,94,
1997-98,CS,GEPE,2/18/1998,4500,NA,
1997-98,CS,GEPE,2/18/1998,4900,NA,
1997-98,CS,GEPE,2/18/1998,4100,NA,
1997-98,CS,GEPE,2/18/1998,4000,NA,
1997-98,CS,GEPE,2/18/1998,4800,NA,
1997-98,CS,GEPE,2/18/1998,3100,NA,
1997-98,CS,GEPE,2/18/1998,4700,NA,
1997-98,CS,GEPE,2/18/1998,4650,NA,
1997-98,CS,GEPE,2/18/1998,3900,NA,
1997-98,CS,GEPE,2/18/1998,4450,NA,
1997-98,CS,GEPE,2/18/1998,4700,NA,
1997-98,CS,GEPE,2/18/1998,3400,NA,
1997-98,CS,GEPE,2/18/1998,3200,NA,
1997-98,CS,GEPE,2/18/1998,3700,NA,
1997-98,CS,GEPE,2/18/1998,3700,NA,
1997-98,CS,GEPE,2/18/1998,4650,NA,
1997-98,CS,GEPE,2/18/1998,4000,NA,
1997-98,CS,GEPE,2/18/1998,4400,NA,
1997-98,CS,GEPE,2/18/1998,4200,NA,
1997-98,CS,GEPE,2/18/1998,4350,NA,
1997-98,CS,GEPE,2/18/1998,3900,NA,
1997-98,CS,GEPE,2/18/1998,4500,NA,
1997-98,CS,GEPE,2/18/1998,3550,NA,
1997-98,CS,GEPE,2/18/1998,3400,NA,
1997-98,CS,GEPE,2/18/1998,3800,NA,
1997-98,CS,GEPE,2/18/1998,4100,NA,
1997-98,CS,GEPE,2/18/1998,4200,NA,
1997-98,CS,GEPE,2/18/1998,4450,NA,
1997-98,CS,GEPE,2/18/1998,3300,NA,
1997-98,CS,GEPE,2/18/1998,3300,NA,
1997-98,CS,GEPE,2/18/1998,3500,NA,
1997-98,CS,GEPE,2/18/1998,4800,NA,
1997-98,CS,GEPE,2/18/1998,4350,NA,
1997-98,CS,GEPE,2/18/1998,5000,NA,
1997-98,CS,GEPE,2/18/1998,3900,NA,
1997-98,CS,GEPE,2/18/1998,4350,NA,
1997-98,CS,GEPE,2/18/1998,3900,NA,
1997-98,CS,GEPE,2/18/1998,4100,NA,
1997-98,CS,GEPE,2/18/1998,4900,NA,
1997-98,CS,GEPE,2/18/1998,3600,NA,
1997-98,CS,GEPE,2/18/1998,4500,NA,
1997-98,CS,GEPE,2/18/1998,4400,NA,
1997-98,CS,GEPE,2/18/1998,4200,NA,
1997-98,CS,GEPE,2/18/1998,4100,NA,
1997-98,CS,GEPE,2/18/1998,4100,NA,
1997-98,CS,GEPE,2/18/1998,3900,NA,
1997-98,CS,GEPE,2/18/1998,3750,NA,
1997-98,CS,GEPE,2/18/1998,3200,NA,
1997-98,CS,GEPE,2/18/1998,3850,NA,
1997-98,CS,GEPE,2/18/1998,4100,NA,
1997-98,CS,GEPE,2/18/1998,3800,NA,
1997-98,CS,GEPE,2/18/1998,4100,NA,
1997-98,CS,GEPE,2/18/1998,3750,NA,
1997-98,CS,GEPE,2/18/1998,4600,NA,
1997-98,CS,GEPE,2/18/1998,4400,NA,
1997-98,CS,GEPE,2/18/1998,4500,NA,
1997-98,CS,GEPE,2/18/1998,4100,NA,
1997-98,CS,GEPE,2/18/1998,4250,NA,
1997-98,CS,GEPE,2/18/1998,2900,NA,
1997-98,CS,GEPE,2/18/1998,3450,NA,
1997-98,CS,GEPE,2/18/1998,4200,NA,
1997-98,CS,GEPE,2/18/1998,4800,NA,
1997-98,CS,GEPE,2/18/1998,4500,NA,
1997-98,CS,GEPE,2/18/1998,3750,NA,
1997-98,CS,GEPE,2/18/1998,4150,NA,
1997-98,CS,GEPE,2/18/1998,4300,NA,
1997-98,CS,GEPE,2/18/1998,4800,NA,
1997-98,CS,GEPE,2/18/1998,4200,NA,
1997-98,CS,GEPE,2/18/1998,4250,NA,
1997-98,CS,GEPE,2/18/1998,4900,NA,
1997-98,CS,GEPE,2/18/1998,4200,NA,
1997-98,CS,GEPE,2/18/1998,3400,NA,
1997-98,CS,GEPE,2/18/1998,3700,NA,
1997-98,CS,GEPE,2/18/1998,4800,NA,
1997-98,CS,GEPE,2/18/1998,3800,NA,
1997-98,CS,GEPE,2/18/1998,3850,NA,
1997-98,CS,GEPE,2/18/1998,3700,NA,
1997-98,CS,GEPE,2/18/1998,4000,NA,
1997-98,CS,GEPE,2/18/1998,3500,NA,
1997-98,CS,GEPE,2/18/1998,3600,NA,
1997-98,CS,GEPE,2/18/1998,4700,NA,
1997-98,CS,GEPE,2/18/1998,4500,NA,
1997-98,CS,GEPE,2/18/1998,5000,NA,
1997-98,CS,GEPE,2/18/1998,4100,NA,
1997-98,CS,GEPE,2/18/1998,3300,NA,
1997-98,CS,GEPE,2/18/1998,4200,NA,
1997-98,CS,GEPE,2/18/1998,4150,NA,
1997-98,CS,GEPE,2/18/1998,3700,NA,
1997-98,CS,GEPE,2/18/1998,5000,NA,
1997-98,CS,GEPE,2/18/1998,4350,NA,
1997-98,CS,GEPE,2/18/1998,3800,NA,
1997-98,CS,GEPE,2/18/1998,3800,NA,
1997-98,CS,GEPE,2/18/1998,4500,NA,
1997-98,CS,GEPE,2/18/1998,4300,NA,
1997-98,CS,GEPE,2/18/1998,4600,NA,
1997-98,CS,GEPE,2/18/1998,4550,NA,
1997-98,CS,GEPE,2/18/1998,5600,NA,
1997-98,CS,GEPE,2/18/1998,3850,NA,
1997-98,CS,GEPE,2/18/1998,3900,NA,
1997-98,CS,GEPE,2/18/1998,4300,NA,
1997-98,CS,GEPE,2/18/1998,4000,NA,
1997-98,CS,GEPE,2/18/1998,3800,NA,
1997-98,CS,GEPE,2/18/1998,4000,NA,
1997-98,CS,GEPE,2/18/1998,3900,NA,
1997-98,CS,GEPE,2/18/1998,4350,NA,
1997-98,CS,GEPE,2/18/1998,4100,NA,
1997-98,CS,GEPE,2/18/1998,3600,NA,
1997-98,CS,GEPE,2/18/1998,5150,NA,
1997-98,CS,GEPE,2/18/1998,3500,NA,
1997-98,CS,GEPE,2/18/1998,3800,NA,
1997-98,CS,GEPE,2/18/1998,3700,NA,
1997-98,CS,GEPE,2/18/1998,4100,NA,
1997-98,CS,GEPE,2/18/1998,4700,NA,
1997-98,CS,GEPE,2/18/1998,5000,NA,
1997-98,CS,GEPE,2/18/1998,4250,NA,
1997-98,CS,GEPE,2/18/1998,4200,NA,
1997-98,CS,GEPE,2/18/1998,4500,NA,
1997-98,CS,GEPE,2/18/1998,3700,NA,
1997-98,CS,GEPE,2/18/1998,4600,NA,
1997-98,CS,GEPE,2/18/1998,4550,NA,
1997-98,CS,GEPE,2/18/1998,4100,NA,
1997-98,CS,GEPE,2/18/1998,4600,NA,
1997-98,CS,GEPE,2/18/1998,4250,NA,
1997-98,CS,GEPE,2/18/1998,3650,NA,
1997-98,CS,GEPE,2/18/1998,3800,NA,
1997-98,CS,GEPE,2/18/1998,4300,NA,
1997-98,CS,GEPE,2/18/1998,5050,NA,
1997-98,CS,GEPE,2/18/1998,4250,NA,
1997-98,CS,GEPE,2/18/1998,3850,NA,
1997-98,CS,GEPE,2/18/1998,3900,NA,
1997-98,CS,GEPE,2/18/1998,5000,NA,
